Old,New,productname,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g,nutrition-score-fr_100g,new_scores,new_nutri_grades,utility_1,utility_2,utility_3,utility_4,utility_5,utility_6
5137,156,Jambon d'Auvergne,d,1000.0,6.5,0.5,0.0,29.0,2.72,18.0,12.238095,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.0
4921,157,X'trem cereales coeur fondant au lait - maxi pack,d,1854.0,5.3,27.0,4.2,8.6,0.24,13.0,12.428571,c,1.047619,0.42857143,0.0,1.952381,6.3809524,2.6190476
2011,158,Fougasse Emmental,d,1255.0,8.1,3.1,0.0,10.0,0.48,16.0,12.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,1.4285714
4812,159,Carrefour Crunchy Muesli croustillant 5 Fruits secs,d,1918.0,11.0,22.0,5.7,7.6,0.184,16.0,13.285714,b,1.047619,0.42857143,0.85714286,1.952381,6.3809524,2.6190476
1269,160,Mousse de canard,e,1569.0,12.0,4.2,0.0,9.0,0.68,21.0,11.047619,c,1.3809524,0.0,2.4285714,0.0,6.8095238,0.42857143
324,161,Puree pommes de terre et carottes,c,368.0,3.0,1.0,0.0,1.5,0.24,5.0,13.714286,b,3.047619,0.42857143,2.4285714,0.0,5.1904762,2.6190476
320,162,Brocolis,a,197.0,0.1,1.4,0.0,2.0,0.04,-6.0,16.857143,b,3.047619,3.047619,2.4285714,0.0,5.1904762,3.1428571
1195,163,Mini galettes de riz au chocolat au lait,e,2026.0,13.0,24.0,2.7,7.2,0.0400304,19.0,12.285714,c,1.047619,0.0,0.0,1.7142857,6.3809524,3.1428571
4538,164,Filets de poulet fermier,a,456.0,0.1,0.4,0.0,25.0,0.028,-4.0,18.571429,a,3.047619,3.047619,2.4285714,0.0,6.9047619,3.1428571
4558,165,Sauce Piment Jalapeno,d,1799.0,4.8,5.2,1.1,2.0,0.6,15.0,8.4761905,d,1.047619,0.42857143,1.3809524,0.0,5.1904762,0.42857143
1725,166,Mousse Mangue Passion Avec sa genoise,d,807.0,7.1,20.0,1.5,2.0,0.048,12.0,12.52381,c,2.4761905,0.42857143,0.85714286,0.42857143,5.1904762,3.1428571
1614,167,Mini Cookies,e,2105.0,14.0,31.0,0.0,6.5,0.08,22.0,10.047619,c,1.047619,0.0,0.0,0.0,6.3809524,2.6190476
5360,168,Squiiiz confiture de fraise,d,1060.0,0.0,51.0,1.5,0.0,0.012,11.0,9.0,c,2.3809524,3.047619,0.0,0.42857143,0.0,3.1428571
2243,169,Nems porc,c,855.0,1.9,2.7,2.7,5.7,0.52,3.0,14.428571,b,2.4761905,0.42857143,2.4285714,1.7142857,6.3809524,1.0
2370,170,Saveur  orange,e,140.0,0.0,7.9,0.0,0.0,0.012,11.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
2258,171,Orange 100 % Pur Fruit Presse,c,172.0,0.0,8.7,0.0,0.7,0.012,2.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
4462,172,Choucroute garnie Pur Porc,c,377.0,1.4,0.5,2.6,4.6,0.48,3.0,15.857143,b,3.047619,1.4761905,2.4285714,1.0952381,6.3809524,1.4285714
3008,173,Crunchy choco intense,d,1895.0,7.5,19.0,6.6,8.5,0.14,12.0,13.285714,b,1.047619,0.42857143,0.85714286,1.952381,6.3809524,2.6190476
3843,174,"Poaªlee de champignons  A la creme, a  l'ail et au persil",b,214.0,1.6,2.5,2.5,2.4,0.2,0.0,15.857143,b,3.047619,1.4761905,2.4285714,1.0952381,5.1904762,2.6190476
461,175,Quart de Jambon Sec,d,906.0,3.5,0.5,0.5,31.0,2.4,15.0,12.238095,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.0
4603,176,Puree a  la patate douce,a,1306.0,0.5,14.0,11.0,6.3,0.97536,-1.0,14.047619,b,1.3809524,3.047619,1.2857143,1.952381,6.3809524,0.0
4840,177,Pizza cuite sur pierre - 4 Formaggi,c,979.0,4.4,3.4,2.5,13.0,0.44,3.0,14.809524,b,2.4761905,0.42857143,2.4285714,1.0952381,6.9047619,1.4761905
3836,178,Huile vegetale,d,3404.0,9.2,0.0,0.0,0.0,0.0,11.0,6.0,d,0.0,0.42857143,2.4285714,0.0,0.0,3.1428571
3400,179,Pomme  Fraise Specialite de fruits,a,304.0,0.1,16.0,1.8,0.0,0.0,-3.0,10.952381,c,3.047619,3.047619,1.2857143,0.42857143,0.0,3.1428571
2295,180,Navet du bassin du Mont-Saint-Michel,a,63.0,0.2,1.0,1.8,0.8,0.252,-4.0,16.0,b,3.6666667,3.047619,2.4285714,0.42857143,3.8095238,2.6190476
495,181,Ratatouille,b,285.0,0.5,4.6,2.0,1.2,0.28,2.0,15.380952,b,3.047619,3.047619,2.4285714,0.42857143,3.8095238,2.6190476
3898,182,Macaroni Pates d'Alsace,a,1537.0,1.2,3.0,3.0,15.0,0.04,-3.0,17.285714,a,1.3809524,1.4761905,2.4285714,1.952381,6.9047619,3.1428571
4290,183,Bresaola,d,628.0,1.2,0.6,0.0,32.0,1.6,12.0,13.857143,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.0
3011,184,Rillettes thon aux tomates,b,877.0,1.9,0.9,1.5,13.0,0.48,2.0,14.095238,b,2.4761905,0.42857143,2.4285714,0.42857143,6.9047619,1.4285714
4611,185,Chipolata,e,1134.0,10.0,0.9,0.0,14.0,0.68,19.0,12.571429,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
3419,186,CAR BOX Winegums,d,1444.0,0.3,45.0,0.5,4.4,0.016,13.0,13.952381,b,1.3809524,3.047619,0.0,0.0,6.3809524,3.1428571
2842,187,"Filet de sardines sans huile, au citron et au basilic",c,690.0,2.3,0.0,0.0,22.0,0.4,3.0,14.285714,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,1.4761905
531,188,Pain d'epices au miel Bio,c,1340.0,0.5,42.0,6.1,4.6,0.29972,10.0,15.380952,b,1.3809524,3.047619,0.0,1.952381,6.3809524,2.6190476
2876,189,Jus d'orange a  Base de Concentre,c,172.0,0.1,8.2,0.0,0.7,0.004,2.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
348,190,Yaourt a  boire,b,285.0,0.8,10.0,0.0,0.0,0.036,2.0,9.7619048,c,3.047619,2.2857143,1.2857143,0.0,0.0,3.1428571
372,191,Noisettes Decortiquees,b,2787.0,8.4,4.5,10.0,15.0,0.004,1.0,14.857143,b,0.0,0.42857143,2.4285714,1.952381,6.9047619,3.1428571
2868,192,Surimi tendre,c,496.0,0.5,2.9,0.5,7.0,0.72,4.0,15.333333,b,3.047619,3.047619,2.4285714,0.0,6.3809524,0.42857143
1322,193,Les p'tits panes 15 colins d'alaska,b,787.0,0.9,2.0,0.0,12.0,0.276,0.0,15.904762,b,2.4761905,1.4761905,2.4285714,0.0,6.9047619,2.6190476
1053,194,Mousse a  la Liegeoise,d,678.0,6.1,16.0,0.0,3.2,0.04,11.0,13.142857,b,3.047619,0.42857143,1.2857143,0.0,5.2380952,3.1428571
5273,195,"Keftedes Tomate, Brebis",d,1025.0,5.8,4.0,3.9,14.0,0.72,11.0,14.52381,b,2.3809524,0.42857143,2.4285714,1.952381,6.9047619,0.42857143
1474,196,La Panna cotta,c,704.0,6.0,18.0,0.0,2.3,0.044,9.0,12.666667,c,3.047619,0.42857143,0.85714286,0.0,5.1904762,3.1428571
634,197,Puree de tomates,a,119.0,0.0,3.9,1.5,1.2,0.152,-5.0,16.0,b,3.6666667,3.047619,2.4285714,0.42857143,3.8095238,2.6190476
5149,198,Barres cereales chocolat noir,c,1629.0,4.7,22.5,4.7,6.2,0.18,9.0,12.761905,c,1.3809524,0.42857143,0.0,1.952381,6.3809524,2.6190476
2412,199,Saucisse seche aux noisettes qualite superieure,e,1741.0,12.0,1.6,2.0,28.0,1.48,23.0,10.809524,c,1.047619,0.0,2.4285714,0.42857143,6.9047619,0.0
1228,200,Preparation pour pain cereales et graines,c,1427.0,1.1,1.1,6.5,11.0,1.2,10.0,14.142857,b,1.3809524,1.4761905,2.4285714,1.952381,6.9047619,0.0
2973,201,Tomme De Savoie Au Lait Thermise,d,1025.0,9.5,0.5,0.0,30.0,0.6,13.0,12.571429,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
1050,202,Yaourt a  boire Ananas Maigre edulcore,a,114.0,0.1,3.2,0.0,2.9,0.052,-1.0,17.52381,a,3.6666667,3.047619,2.4285714,0.0,5.2380952,3.1428571
2377,203,PUR JUS Raisin,e,279.0,0.1,16.0,0.5,0.5,0.008,10.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
532,204,Raisins sultanines,c,1352.0,0.1,62.0,4.9,3.1,0.02,3.0,14.761905,b,1.3809524,3.047619,0.0,1.952381,5.2380952,3.1428571
3723,205,Poivrons rouges Entiers,a,75.0,0.0,3.0,1.3,0.7,0.24,-4.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
2907,206,Chips A l'ancienne,d,2276.0,4.6,1.1,0.0,6.2,0.24,12.0,11.857143,c,-8.8817842e-16,0.42857143,2.4285714,0.0,6.3809524,2.6190476
4575,207,Fourme d'Ambert au lait cru,e,1590.0,20.0,0.0,0.0,22.0,1.0,19.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
1676,208,Tartes tatin oignon chevre,d,946.0,10.0,3.5,4.5,5.2,0.4,11.0,15.142857,b,2.4761905,0.42857143,2.4285714,1.952381,6.3809524,1.4761905
3247,209,Endives au jambon,b,442.0,2.6,2.4,2.1,6.2,0.252,0.0,16.0,b,3.047619,0.42857143,2.4285714,1.0952381,6.3809524,2.6190476
1477,210,Saucisses fumees special potee,e,1063.0,8.1,0.5,0.0,16.0,0.84,20.0,12.142857,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
3606,211,Banana fraise,d,1424.0,0.1,72.0,0.5,3.8,0.012,14.0,13.952381,b,1.3809524,3.047619,0.0,0.0,6.3809524,3.1428571
1993,212,Bolas chocolateadas,d,1602.0,1.0,27.0,0.0,8.5,0.184,11.0,11.857143,c,1.3809524,1.4761905,0.0,0.0,6.3809524,2.6190476
5387,213,Creme aux oeufs sur lit a  la pomme caramelisee,c,678.0,4.3,18.0,0.0,4.0,0.052,7.0,13.857143,b,3.047619,0.42857143,0.85714286,0.0,6.3809524,3.1428571
4229,214,Tartelette au chocolat,d,1778.0,14.0,21.0,3.3,6.2,0.02,16.0,13.380952,b,1.047619,0.0,0.85714286,1.952381,6.3809524,3.1428571
2729,215,"Filets de sardines, sauce tomate et petits legumes",b,657.0,2.5,1.0,0.0,17.0,0.4,2.0,14.285714,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,1.4761905
5574,216,Caramel a  tartiner au beurre sale,e,1808.0,11.0,62.0,0.0,0.6,0.11176,26.0,7.9047619,d,1.047619,0.42857143,0.0,0.0,3.8095238,2.6190476
2890,217,Choucroute,c,477.0,3.1,1.0,3.8,5.1,0.6,3.0,14.666667,b,3.047619,0.42857143,2.4285714,1.952381,6.3809524,0.42857143
4416,218,Saumon Fume Superieur eleve en Norvege,d,858.0,1.9,0.6,0.0,22.0,1.092,13.0,12.238095,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.0
2156,219,"Galettes panees Sarrasin, Boulgour, Poireau",b,1021.0,2.0,1.7,3.6,6.0,0.392,2.0,15.142857,b,2.3809524,0.42857143,2.4285714,1.952381,6.3809524,1.5714286
2606,220,"Dessert au soja, Saveur vanille",b,406.0,0.3,9.5,0.5,3.0,0.08,2.0,15.238095,b,3.047619,3.047619,1.2857143,0.0,5.2380952,2.6190476
4793,221,Chips a€ l'Ancienne Saveur Moitarde,d,2322.0,3.4,1.1,5.0,5.8,0.64,11.0,11.619048,c,1.7763568e-15,0.42857143,2.4285714,1.952381,6.3809524,0.42857143
1211,222,Petits pois,a,331.0,0.0,4.4,6.0,4.9,0.2,-11.0,19.47619,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,2.6190476
1376,223,Gaufrettes aux Fromages,e,2452.0,39.0,8.7,1.7,10.0,0.8,25.0,8.6190476,d,-8.8817842e-16,0.0,1.2857143,0.42857143,6.9047619,0.0
2820,224,Camembert de Normandie,d,1118.0,13.0,0.5,0.0,22.1,0.72,15.0,12.142857,c,2.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
3614,225,"Caille aux raisins, puree de celeri et de pommes de terre",b,378.0,2.0,2.7,1.6,5.4,0.304,1.0,14.285714,b,3.047619,0.42857143,2.4285714,0.42857143,6.3809524,1.5714286
2416,226,"Torsades poulet, mimolette & cheddar",b,515.0,2.7,0.5,1.6,7.2,0.212,0.0,15.333333,b,3.047619,0.42857143,2.4285714,0.42857143,6.3809524,2.6190476
5463,227,"Melange de cereales & legumes secs (Ble, soja, lentilles corail, quinoa rouge)",a,1556.0,1.5,3.8,11.5,23.0,0.0,-5.0,17.285714,a,1.3809524,1.4761905,2.4285714,1.952381,6.9047619,3.1428571
3156,228,Votre yaourt nature,b,258.0,2.1,4.1,0.0,3.7,0.04,0.0,15.428571,b,3.047619,0.42857143,2.4285714,0.0,6.3809524,3.1428571
4985,229,Cordons Bleus de dinde (x 4),c,895.0,3.0,2.1,2.4,13.0,0.56,3.0,13.761905,b,2.4761905,0.42857143,2.4285714,1.0952381,6.9047619,0.42857143
5177,230,Lardons fumes Coupes Gros,e,1093.0,7.4,0.7,0.0,17.0,0.96,20.0,12.142857,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
384,231,Puree aux Pois Chiches,a,1485.0,0.5,1.3,9.9,11.0,0.92,-1.0,15.714286,b,1.3809524,3.047619,2.4285714,1.952381,6.9047619,0.0
5008,232,Pasta Gansettes,a,1538.0,0.3,3.0,2.5,12.0,0.0052,-3.0,18.0,a,1.3809524,3.047619,2.4285714,1.0952381,6.9047619,3.1428571
1341,233,Aigre douce,c,310.0,0.1,15.0,0.0,0.5,0.4,7.0,12.666667,c,3.047619,3.047619,1.2857143,0.0,3.8095238,1.4761905
1714,234,Lait chocolat dessert,e,2308.0,21.0,52.0,2.0,6.7,0.104,25.0,9.4285714,c,0.0,0.0,0.0,0.42857143,6.3809524,2.6190476
3627,235,Duo de poivrons Rouge & Jaune,a,75.0,0.0,3.0,1.3,0.7,0.24,-4.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
2551,236,Ravioli a  la Bolognaise,b,435.0,1.5,2.0,1.8,5.2,0.38,2.0,15.333333,b,3.047619,1.4761905,2.4285714,0.42857143,6.3809524,1.5714286
2508,237,Barquettes a  la fraise,d,1498.0,0.7,52.0,0.0,5.5,0.164,15.0,13.428571,b,1.3809524,3.047619,0.0,0.0,6.3809524,2.6190476
3789,238,Chocolat noir,e,2293.0,22.0,41.0,12.0,7.1,0.008,20.0,11.47619,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,3.1428571
3671,239,BUL'Z Saveur citron,d,109.0,0.1,6.1,0.5,0.5,0.024,9.0,15.047619,b,3.6666667,3.047619,1.3809524,0.0,3.8095238,3.1428571
2726,240,Ravioli au jambon,b,891.0,2.0,1.8,1.9,12.0,0.336,0.0,14.238095,b,2.4761905,0.42857143,2.4285714,0.42857143,6.9047619,1.5714286
2780,241,Couscous Poulet Merguez,b,604.0,2.3,1.5,1.8,7.2,0.264,0.0,15.333333,b,3.047619,0.42857143,2.4285714,0.42857143,6.3809524,2.6190476
3147,242,Vermicelles au Chocolat au Lait,e,1895.0,8.9,67.0,0.0,6.2,0.06,23.0,11.0,c,1.047619,0.42857143,0.0,0.0,6.3809524,3.1428571
2055,243,Gratin choux fleurs,b,402.0,2.6,0.0,1.9,4.3,0.264,2.0,15.333333,b,3.047619,0.42857143,2.4285714,0.42857143,6.3809524,2.6190476
596,244,Cola,e,182.0,0.0,11.0,0.0,0.0,0.004,15.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
574,245,Lait de Montagne Entier,b,269.0,2.2,4.8,0.0,3.2,0.04,2.0,14.285714,b,3.047619,0.42857143,2.4285714,0.0,5.2380952,3.1428571
2161,246,Le petit beurre  tablette chocolat lait  coeur au lait,e,2155.0,16.0,43.0,1.9,6.3,0.16,25.0,9.4285714,c,0.0,0.0,0.0,0.42857143,6.3809524,2.6190476
1632,247,Pave de Saumon,a,824.0,2.2,0.0,0.0,20.0,0.04,-1.0,15.380952,b,2.4761905,0.42857143,2.4285714,0.0,6.9047619,3.1428571
4071,248,Lait de coco,d,728.0,15.0,1.0,0.0,0.0,0.2,14.0,8.0952381,d,3.047619,0.0,2.4285714,0.0,0.0,2.6190476
2678,249,Jeunes Carottes a  La Saveur Preservee,a,163.0,0.0,4.9,2.2,0.8,0.052,-6.0,16.571429,b,3.047619,3.047619,2.4285714,1.0952381,3.8095238,3.1428571
2424,250,Salade au thon Catalane,a,494.0,0.5,3.6,2.4,7.7,0.308,-2.0,17.571429,a,3.047619,3.047619,2.4285714,1.0952381,6.3809524,1.5714286
4240,251,"Canapes traiteur, 5 recettes",d,1071.0,5.6,5.6,3.1,7.6,0.48,11.0,13.952381,b,2.3809524,0.42857143,1.3809524,1.952381,6.3809524,1.4285714
2764,252,Thon Albacore  au naturel,b,499.0,0.6,0.0,0.0,25.0,0.52,1.0,16.428571,b,3.047619,3.047619,2.4285714,0.0,6.9047619,1.0
841,253,Grand Jury Cornflakes,c,1597.0,0.6,8.5,3.3,7.9,0.76,10.0,14.047619,b,1.3809524,3.047619,1.2857143,1.952381,6.3809524,0.0
5351,254,Marmelade Orange,d,1035.0,0.0,60.0,0.8,0.0,0.0,13.0,8.5714286,d,2.3809524,3.047619,0.0,0.0,0.0,3.1428571
2457,255,"Crudites praªtes a  consommer, melange catalan",a,127.0,0.1,3.5,2.3,0.9,0.02,-7.0,17.190476,a,3.6666667,3.047619,2.4285714,1.0952381,3.8095238,3.1428571
2590,256,Huile de Colza,c,3404.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,d,0.0,0.42857143,2.4285714,0.0,0.0,3.1428571
367,257,Emmental,d,1615.0,19.0,0.0,0.0,29.0,0.44,13.0,12.190476,c,1.3809524,0.0,2.4285714,0.0,6.9047619,1.4761905
5147,258,Barres cereales fraise chocolat blanc,c,1648.0,3.0,28.0,3.3,4.8,0.176,10.0,12.428571,c,1.047619,0.42857143,0.0,1.952381,6.3809524,2.6190476
2828,259,Sans sucres ajoutes**Contient des sucres naturellement presents,a,274.0,0.0,13.0,2.1,0.0,0.012,-5.0,11.619048,c,3.047619,3.047619,1.2857143,1.0952381,0.0,3.1428571
659,260,Terrine de canard,e,1192.0,9.7,1.0,0.0,15.0,0.68,19.0,12.571429,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
2163,261,Jambon cru superieur italien 12 mois d'age,d,858.0,4.4,0.5,0.0,30.0,2.4,16.0,12.238095,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.0
1256,262,Sirop Cassis Carrefour,c,356.0,0.0,20.0,0.0,0.0,0.0,5.0,10.095238,c,3.047619,3.047619,0.85714286,0.0,0.0,3.1428571
2402,263,Specialite aux pruneaux,a,979.0,0.1,35.0,7.0,2.0,0.0,-2.0,15.809524,b,2.4761905,3.047619,0.0,1.952381,5.1904762,3.1428571
2963,264,Praline chocolat dessert,e,2245.0,16.0,50.0,3.5,7.6,0.056,23.0,11.47619,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,3.1428571
2626,265,Gouda mi vieux Stylesse,d,1347.0,15.0,1.0,0.0,30.0,0.68,16.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
1501,266,Confiture de fraises,c,682.0,0.0,39.0,1.1,0.0,0.008,4.0,9.2380952,c,3.047619,3.047619,0.0,0.0,0.0,3.1428571
1965,267,Cola,d,1372.0,0.2,51.0,0.0,5.8,0.008,14.0,13.952381,b,1.3809524,3.047619,0.0,0.0,6.3809524,3.1428571
2135,268,Noix de cajou grillees et salees,d,2468.0,8.2,5.2,3.4,21.0,0.164,14.0,13.285714,b,0.0,0.42857143,1.3809524,1.952381,6.9047619,2.6190476
4717,269,Camembert (21 % MG) Onctueux & Cremeux,d,1125.0,15.0,0.0,0.0,20.0,0.6,14.0,12.142857,c,2.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
3945,270,Pruneaux d'Agen avec noyaux,b,1059.0,0.2,37.0,6.6,1.4,0.004,1.0,15.714286,b,2.3809524,3.047619,0.0,1.952381,5.1904762,3.1428571
1072,271,Chocolat Noir  Saveur creme,d,1234.0,12.0,26.0,1.8,2.6,0.024,17.0,10.190476,c,1.3809524,0.0,0.0,0.42857143,5.2380952,3.1428571
625,272,Amandes decortiquees,c,2607.0,4.0,3.4,0.0,25.0,0.008,5.0,12.904762,c,0.0,0.42857143,2.4285714,0.0,6.9047619,3.1428571
3133,273,Yaourt nature sucre,c,331.0,2.1,10.0,0.0,2.9,0.032,3.0,13.142857,b,3.047619,0.42857143,1.2857143,0.0,5.2380952,3.1428571
4173,274,Salade Caesar,c,548.0,2.7,1.4,0.0,6.8,0.52,4.0,13.285714,b,3.047619,0.42857143,2.4285714,0.0,6.3809524,1.0
2825,275,Galette des rois,e,2050.0,18.3,11.0,0.0,7.9,0.28,21.0,11.333333,c,1.047619,0.0,1.2857143,0.0,6.3809524,2.6190476
330,276,Petits pois extra fins a  l'etuvee,a,368.0,0.2,3.7,6.1,5.8,0.216,-10.0,19.47619,a,3.047619,3.047619,2.4285714,1.952381,6.3809524,2.6190476
1683,277,Lasagnes au saumon du Pacifique et aux epinards,c,494.0,3.7,2.1,0.0,6.8,0.296,3.0,14.904762,b,3.047619,0.42857143,2.4285714,0.0,6.3809524,2.6190476
3481,278,Jus d'orange pulpe biologique pasteurise,c,163.0,0.0,9.0,0.4,0.7,0.0,2.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
1059,279,Pains au chocolat,d,1497.0,13.0,9.6,2.5,7.1,0.316,17.0,11.714286,c,1.3809524,0.0,1.2857143,1.0952381,6.3809524,1.5714286
5519,280,Risotto aux champignons,c,741.0,2.9,4.5,1.9,3.6,0.508,6.0,13.619048,b,3.047619,0.42857143,2.4285714,0.42857143,5.8571429,1.4285714
5342,281,Asperges blanches Bio Carrefour,b,93.0,0.1,0.5,0.4,1.5,0.508,0.0,15.761905,b,3.6666667,3.047619,2.4285714,0.0,5.1904762,1.4285714
2364,282,Gouda au cumin,d,1569.0,21.0,0.5,0.0,23.7,0.76,17.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
272,283,Jus de tomate et de legumes,b,109.0,0.0,4.1,0.0,0.6,0.136,-2.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
3784,284,Terrine de lapin,d,977.0,6.8,1.0,0.0,16.0,0.56,14.0,12.666667,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.42857143
3026,285,Jambon persille de Bourgogne,d,699.0,2.7,1.1,0.0,24.8,0.76,12.0,12.809524,c,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
1268,286,Terrine de campagne,e,1414.0,12.0,1.6,0.0,15.0,0.6,20.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
2190,287,Ketchup epice,d,474.0,0.01,22.0,1.1,1.1,0.96,14.0,10.761905,c,3.047619,3.047619,0.85714286,0.0,3.8095238,0.0
3473,288,Tomme des pyrenees,d,1436.0,20.0,0.0,0.0,22.0,0.72,16.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
5155,289,Vinaigrette Fines herbes allegee Carrefour,c,967.0,1.9,0.8,0.0,0.6,0.64,10.0,9.5714286,c,2.4761905,0.42857143,2.4285714,0.0,3.8095238,0.42857143
1783,290,Saucisses superieures Filiere Qualite,c,594.0,2.8,0.4,0.0,18.0,0.72,5.0,13.238095,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.42857143
4467,291,Mini donuts nappes chocolat,e,1870.0,16.0,13.0,0.0,5.4,0.48,22.0,10.142857,c,1.047619,0.0,1.2857143,0.0,6.3809524,1.4285714
2353,292,Cerneaux de noix BIO,b,2920.0,6.2,3.3,6.9,15.0,0.2,1.0,14.333333,b,0.0,0.42857143,2.4285714,1.952381,6.9047619,2.6190476
5556,293,Champignons de Paris entiers (lot de 3 x 200 g) Carrefour,b,105.0,0.0,2.3,0.0,1.9,0.280416,2.0,16.952381,b,3.6666667,3.047619,2.4285714,0.0,5.1904762,2.6190476
1609,294,Popcorn,e,2021.0,14.0,3.8,11.0,11.0,1.4,21.0,12.333333,c,1.047619,0.0,2.4285714,1.952381,6.9047619,0.0
4810,295,Galettes epeautre,a,1548.0,0.5,1.2,8.6,17.0,0.1,-5.0,18.333333,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,2.6190476
5160,296,Confiture de reines-claudes -30 % de sucres,c,686.0,0.0,39.0,1.5,0.0,0.012,8.0,9.6666667,c,3.047619,3.047619,0.0,0.42857143,0.0,3.1428571
4293,297,6a—1L Lait du Grand Ouest,b,192.0,1.0,4.8,0.0,3.2,0.052,0.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,5.2380952,3.1428571
1794,298,Yaourt Vanille Brebis,b,356.0,2.1,8.0,0.0,5.0,0.04,1.0,14.285714,b,3.047619,0.42857143,1.2857143,0.0,6.3809524,3.1428571
1875,299,Noir chocolat dessert,e,2152.0,19.0,44.0,9.6,6.3,0.032,20.0,11.47619,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,3.1428571
184,300,Pain aux cereales moelleux sans gluten,c,1138.0,1.4,32.4,11.9,5.6,0.408,10.0,13.666667,b,2.3809524,1.4761905,0.0,1.952381,6.3809524,1.4761905
128,301,Orange 100 % pur fruit presse (Sans Pulpe),c,176.0,0.1,8.7,0.0,0.7,0.0,2.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
455,302,Asperges vertes,a,72.0,0.0,0.0,1.5,1.9,0.2,-5.0,17.380952,a,3.6666667,3.047619,2.4285714,0.42857143,5.1904762,2.6190476
4864,303,Poulet Basquaise et riz,b,485.0,1.3,2.3,1.7,6.5,0.372,1.0,15.333333,b,3.047619,1.4761905,2.4285714,0.42857143,6.3809524,1.5714286
2023,304,Graines De Lin Bio,a,1908.0,3.0,1.3,33.0,22.0,0.052,-3.0,15.904762,b,1.047619,0.42857143,2.4285714,1.952381,6.9047619,3.1428571
805,305,Jus d'orange bio,c,205.0,0.0,10.0,0.0,0.7,0.0,4.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
4183,306,Petales ondules poivre & sel,d,2188.0,3.0,2.9,0.0,4.2,0.88,17.0,9.2380952,c,0.0,0.42857143,2.4285714,0.0,6.3809524,0.0
2819,307,Palmier pur beurre,e,2000.0,13.0,24.0,0.0,7.6,0.44,24.0,8.9047619,d,1.047619,0.0,0.0,0.0,6.3809524,1.4761905
2542,308,Micro donut,e,1883.0,15.0,15.0,0.0,4.9,0.48,23.0,10.142857,c,1.047619,0.0,1.2857143,0.0,6.3809524,1.4285714
3672,309,Thon blanc,b,580.0,1.2,0.0,0.0,25.0,0.4,1.0,15.333333,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,1.4761905
887,310,Pistaches grillees,a,2561.0,6.2,6.5,11.0,26.0,0.012,-1.0,13.809524,b,0.0,0.42857143,1.3809524,1.952381,6.9047619,3.1428571
