Old,New,productname,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g,nutrition-score-fr_100g,new_scores,new_nutri_grades,utility_1,utility_2,utility_3,utility_4,utility_5,utility_6
4339,842,Choucroute garnie Royale,c,33.0,3.0,0.5,0.0,5.8,0.48,4.0,14.333333,b,3.6666667,0.42857143,2.4285714,0.0,6.3809524,1.4285714
4035,843,Rillettes du Mans,e,1509.0,12.0,0.0,0.0,20.0,0.56,20.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
2975,844,Melange d'huiles colza & olive,c,3406.0,7.8,0.0,0.0,0.0,0.0,10.0,6.0,d,0.0,0.42857143,2.4285714,0.0,0.0,3.1428571
2801,845,Jambon superieur avec couenne Cuisine a  l'Os,c,611.0,2.5,0.6,0.0,21.0,0.72,5.0,13.238095,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.42857143
1856,846,Leger (11 % MG),c,816.0,7.7,1.0,0.0,24.0,0.6,10.0,12.666667,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.42857143
1706,847,Langue de boeuf sauce piquante Puree de pommes de terre,c,614.0,4.5,0.9,1.3,6.4,0.34,4.0,13.857143,b,3.047619,0.42857143,2.4285714,0.0,6.3809524,1.5714286
2722,848,Porc a  la Dijonnaise et ses pommes de terre,b,389.0,1.7,1.2,1.5,5.4,0.44,2.0,15.238095,b,3.047619,1.4761905,2.4285714,0.42857143,6.3809524,1.4761905
1759,849,Saumon fume ecosse,d,773.0,2.0,0.0,0.0,22.0,1.2,13.0,12.238095,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.0
85,850,Blanc de poulet Fume,c,470.0,1.0,0.9,0.0,20.0,0.76,4.0,13.857143,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.0
997,851,Huile d'olive vierge extra Extraite a  froid,c,3439.0,15.0,0.0,0.0,0.0,0.0,7.0,5.5714286,d,0.0,0.0,2.4285714,0.0,0.0,3.1428571
2386,852,Tostada crujiente centeno integral,a,1528.0,0.4,3.5,14.0,8.2,0.24,-4.0,17.809524,a,1.3809524,3.047619,2.4285714,1.952381,6.3809524,2.6190476
4102,853,Cappucino,e,1531.0,4.1,63.0,0.0,10.0,0.44,22.0,10.190476,c,1.3809524,0.42857143,0.0,0.0,6.9047619,1.4761905
5186,854,Raviolis emmental basilic,c,1105.0,2.7,2.3,2.64,9.3,0.52,3.0,14.238095,b,2.3809524,0.42857143,2.4285714,1.0952381,6.9047619,1.0
1729,855,Postre la¡cteo al cacao sabor caramelo,c,663.0,4.4,18.0,0.0,3.5,0.136,7.0,12.809524,c,3.047619,0.42857143,0.85714286,0.0,5.8571429,2.6190476
1019,856,Pains au chocolat,d,1744.0,12.0,13.0,2.8,7.4,0.328,18.0,12.0,c,1.047619,0.0,1.2857143,1.7142857,6.3809524,1.5714286
382,857,Riz Basmati,a,1477.0,0.2,0.3,1.5,8.1,0.0,-2.0,16.809524,b,1.3809524,3.047619,2.4285714,0.42857143,6.3809524,3.1428571
1262,858,Terrine de campagne,e,1385.0,11.0,0.9,0.0,15.0,0.6,20.0,11.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
1397,859,Cacahuetes - grillees et salees,c,2590.0,7.1,5.1,7.9,27.0,0.4,4.0,12.142857,c,0.0,0.42857143,1.3809524,1.952381,6.9047619,1.4761905
1212,860,Epinards Haches,a,141.0,0.1,1.0,3.4,3.5,0.152,-9.0,18.952381,a,3.047619,3.047619,2.4285714,1.952381,5.8571429,2.6190476
4302,861,Jambon de Paris cuit a  l'etouffee (maxi format),c,463.0,2.0,1.5,0.0,17.0,0.68,4.0,13.238095,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.42857143
5189,862,Pommes de terre Vapeur-Raclette Gratin-Rissolees Carrefour,a,322.0,0.0,0.8,0.0,2.0,0.0024,-6.0,16.857143,b,3.047619,3.047619,2.4285714,0.0,5.1904762,3.1428571
4647,863,Snow Flakes,d,1720.0,5.8,15.0,0.0,4.9,0.44,17.0,10.619048,c,1.047619,0.42857143,1.2857143,0.0,6.3809524,1.4761905
4581,864,Tartelette a  la framboise,e,1294.0,6.0,31.0,3.0,4.4,0.8128,20.0,10.142857,c,1.3809524,0.42857143,0.0,1.952381,6.3809524,0.0
4332,865,Riz long grain,b,1473.0,0.2,0.01,0.8,6.7,0.0,0.0,16.380952,b,1.3809524,3.047619,2.4285714,0.0,6.3809524,3.1428571
2484,866,Pancetta,e,1318.0,15.0,0.5,0.0,22.0,1.64,23.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
1549,867,Brocoli,a,84.0,0.0,0.0,0.0,1.4,0.24,-3.0,16.952381,b,3.6666667,3.047619,2.4285714,0.0,5.1904762,2.6190476
2659,868,Ravioli carrefour bio,c,481.0,1.1,3.2,1.5,4.1,0.38,3.0,15.333333,b,3.047619,1.4761905,2.4285714,0.42857143,6.3809524,1.5714286
3775,869,Foie Gras de Canard Entier du Sud-Ouest,e,2241.0,24.0,0.9,0.5,7.5,0.52,21.0,9.8095238,c,6.6613381e-16,0.0,2.4285714,0.0,6.3809524,1.0
1964,870,"Saumon a  l'oseille, riz basmati et legumes",a,665.0,2.0,0.81,0.0,7.4,0.164,-1.0,14.904762,b,3.047619,0.42857143,2.4285714,0.0,6.3809524,2.6190476
1026,871,Veloute aux  epinards et aux Artichauts,c,200.0,1.1,0.8,0.9,0.8,0.244,3.0,13.380952,b,3.047619,1.4761905,2.4285714,0.0,3.8095238,2.6190476
4127,872,Parmigiano Reggiano,d,1682.0,20.0,0.0,0.0,32.0,0.64,17.0,10.809524,c,1.047619,0.0,2.4285714,0.0,6.9047619,0.42857143
2524,873,Coquillette Ble complet,a,1525.0,0.4,3.0,6.0,13.0,0.0,-6.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
1183,874,Cubitos Caldo Pollo Carrefour,c,824.0,6.8,8.8,0.0,4.2,23.48,4.0,10.571429,c,2.4761905,0.42857143,1.2857143,0.0,6.3809524,0.0
406,875,Grignottes de poulet A l'indienne,d,779.0,3.2,0.8,0.6,20.0,0.64,12.0,12.666667,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.42857143
53,876,Mini-crackers emmental et graines de courge,d,1888.0,5.0,2.2,10.0,17.0,0.76,12.0,12.761905,c,1.047619,0.42857143,2.4285714,1.952381,6.9047619,0.0
5531,877,Sauce Aioli,d,1422.0,3.1,0.0,0.0,0.7,0.72,14.0,8.4761905,d,1.3809524,0.42857143,2.4285714,0.0,3.8095238,0.42857143
2122,878,Genoises Orange,d,1590.0,6.0,52.0,2.0,3.0,0.06,17.0,10.619048,c,1.3809524,0.42857143,0.0,0.42857143,5.2380952,3.1428571
4605,879,Emmental francais,c,1636.0,19.0,0.0,1.1,29.0,0.2,10.0,13.333333,b,1.3809524,0.0,2.4285714,0.0,6.9047619,2.6190476
4710,880,Poulet Korma et son riz basmati,b,659.0,4.6,1.3,1.1,9.0,0.28,2.0,15.333333,b,3.047619,0.42857143,2.4285714,0.0,6.8095238,2.6190476
1235,881,Petits pains grilles,b,1777.0,0.8,6.3,3.6,9.9,0.4,2.0,15.047619,b,1.047619,2.2857143,1.3809524,1.952381,6.9047619,1.4761905
727,882,Pain d'epices,c,1249.0,0.1,39.0,3.6,2.8,0.26,10.0,14.238095,b,1.3809524,3.047619,0.0,1.952381,5.2380952,2.6190476
2613,883,Noisettes decortiquees,d,2787.0,8.4,4.5,10.0,15.0,0.0,11.0,14.857143,b,0.0,0.42857143,2.4285714,1.952381,6.9047619,3.1428571
3861,884,Margarina tres cuartos omega-3,c,2038.0,14.0,0.0,0.0,0.0,0.16,10.0,6.0952381,d,1.047619,0.0,2.4285714,0.0,0.0,2.6190476
3819,885,"Le Da´me Glace Vanille, Caramel au sel de Guerande & coeur au Caramel",d,1026.0,6.6,28.0,1.1,3.1,0.08,14.0,10.666667,c,2.3809524,0.42857143,0.0,0.0,5.2380952,2.6190476
3927,886,8 Tranches panees Colin d'Alaska,a,778.0,0.5,2.0,1.1,13.0,0.244,-2.0,17.47619,a,2.4761905,3.047619,2.4285714,0.0,6.9047619,2.6190476
661,887,Penne et Poulet a  l'Indienne,c,687.0,1.1,1.0,1.9,5.4,0.384,3.0,15.333333,b,3.047619,1.4761905,2.4285714,0.42857143,6.3809524,1.5714286
4513,888,oufs de Truite Selection,d,782.0,1.5,0.0,0.0,28.0,1.2,13.0,13.285714,b,2.4761905,1.4761905,2.4285714,0.0,6.9047619,0.0
2349,889,Poireaux eminces,a,103.0,0.0,3.5,2.8,1.5,0.012,-7.0,19.190476,a,3.6666667,3.047619,2.4285714,1.7142857,5.1904762,3.1428571
4124,890,Carrefour Cioccolato Fondente Madagascar 71%,d,2448.0,26.0,28.0,9.8,8.9,0.004,18.0,11.904762,c,0.0,0.0,0.0,1.952381,6.8095238,3.1428571
1571,891,Picos,d,1707.0,1.6,1.3,0.0,12.4,0.8,14.0,11.857143,c,1.047619,1.4761905,2.4285714,0.0,6.9047619,0.0
807,892,"Muesli Croustillant cereales, chocolat et quinoa",c,1794.0,5.8,15.0,6.9,9.2,3.2e-05,8.0,14.761905,b,1.047619,0.42857143,1.2857143,1.952381,6.9047619,0.0
1800,893,Mini-cakes aux fruits Raisins secs et ecorces d'orange et citron confites Bio Carrefour,d,1770.0,2.0,36.0,2.9,7.0,0.22,12.0,12.190476,c,1.047619,0.42857143,0.0,1.7142857,6.3809524,2.6190476
5409,894,Mousse pur canard,e,1932.0,16.0,2.3,0.0,9.4,0.44,19.0,11.857143,c,1.047619,0.0,2.4285714,0.0,6.9047619,1.4761905
1049,895,Yaourt a  boire,b,270.0,0.7,11.0,0.0,2.5,0.04,1.0,15.714286,b,3.047619,3.047619,1.2857143,0.0,5.1904762,3.1428571
4322,896,Melange croquant,a,180.0,0.0,4.1,2.3,1.5,0.06,-7.0,17.952381,a,3.047619,3.047619,2.4285714,1.0952381,5.1904762,3.1428571
5168,897,Trianon,d,2013.0,20.0,10.0,0.0,9.0,0.04,18.0,12.285714,c,1.047619,0.0,1.2857143,0.0,6.8095238,3.1428571
355,898,Tartine craquante,c,1636.0,0.5,6.8,0.0,12.0,0.38,4.0,14.285714,b,1.3809524,3.047619,1.3809524,0.0,6.9047619,1.5714286
2869,899,Moutarde a  l'ancienne,c,643.0,0.9,1.6,5.6,7.2,2.12,6.0,15.285714,b,3.047619,1.4761905,2.4285714,1.952381,6.3809524,0.0
1495,900,Compote de pomme bio,a,264.0,0.2,12.0,1.4,0.0,0.0,-4.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
5074,901,Farine complete de quinoa,a,1531.0,0.0,2.8,6.6,11.5,0.0,-6.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
3531,902,Cervelas,e,1049.0,8.5,1.1,0.0,11.0,0.88,20.0,12.142857,c,2.3809524,0.42857143,2.4285714,0.0,6.9047619,0.0
5380,903,Yaourt & Fruits 0%,a,157.0,0.0,4.1,0.7,4.2,0.052,-2.0,18.047619,a,3.047619,3.047619,2.4285714,0.0,6.3809524,3.1428571
4870,904,Chabichou Poitou,d,1272.0,19.0,0.0,0.0,19.0,0.6,14.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
3463,905,Petit Beurre Pepites de Chocolat,e,1912.0,9.9,26.0,3.5,7.5,0.6,22.0,10.238095,c,1.047619,0.42857143,0.0,1.952381,6.3809524,0.42857143
2505,906,Pains speciaux burgers No Gluten!,d,1033.0,3.5,5.7,0.0,1.5,0.384,11.0,10.952381,c,2.3809524,0.42857143,1.3809524,0.0,5.1904762,1.5714286
4766,907,100% pur jus d'orange d'Espagne avec pulpe,c,197.0,0.0,8.8,0.0,0.6,0.0,3.0,14.333333,b,3.047619,3.047619,1.2857143,0.0,3.8095238,3.1428571
652,908,Coleslaw,c,431.0,0.6,5.5,2.0,1.0,0.304,3.0,13.285714,b,3.047619,3.047619,1.3809524,0.42857143,3.8095238,1.5714286
18,909,No lactose !* Lait fermente aux jus de fraise et de banane,b,265.0,0.7,11.0,0.0,2.4,0.044,1.0,15.714286,b,3.047619,3.047619,1.2857143,0.0,5.1904762,3.1428571
734,910,Barres cranberry,c,1548.0,0.7,23.0,3.8,6.6,0.24,7.0,15.380952,b,1.3809524,3.047619,0.0,1.952381,6.3809524,2.6190476
950,911,Jambon supperieur sans couenne,c,460.0,1.2,0.8,0.0,20.0,0.8,5.0,13.857143,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.0
667,912,Stylesse Chocolat au Lait,c,1697.0,3.3,23.0,5.3,7.4,0.26,10.0,12.428571,c,1.047619,0.42857143,0.0,1.952381,6.3809524,2.6190476
68,913,Petit Pot de Creme au Cafe,c,745.0,6.0,16.0,0.0,4.5,0.048,8.0,14.285714,b,3.047619,0.42857143,1.2857143,0.0,6.3809524,3.1428571
4106,914,preparation pour pain cereales et graines,c,1427.0,1.1,1.1,6.5,11.0,1.2,10.0,14.142857,b,1.3809524,1.4761905,2.4285714,1.952381,6.9047619,0.0
4019,915,Surimi tendre,c,496.0,0.5,2.9,0.5,7.0,0.72,4.0,15.333333,b,3.047619,3.047619,2.4285714,0.0,6.3809524,0.42857143
5487,916,Huile d'olive vierge bio,c,3404.0,15.6,0.0,0.0,0.0,0.0,7.0,5.5714286,d,0.0,0.0,2.4285714,0.0,0.0,3.1428571
5438,917,Melange de 4 champignons,b,94.0,0.1,0.0,3.7,1.7,0.4,0.0,17.761905,a,3.6666667,3.047619,2.4285714,1.952381,5.1904762,1.4761905
1502,918,Nectar Multifruits,e,192.0,0.0,11.0,0.0,0.1,0.0,15.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
3101,919,Barritas de cereales Pepitas de frutos rojos,c,1601.0,2.9,26.0,3.9,5.4,0.184,9.0,12.761905,c,1.3809524,0.42857143,0.0,1.952381,6.3809524,2.6190476
619,920,Tartufo,d,1008.0,8.3,21.0,0.0,5.5,0.092,16.0,12.666667,c,2.3809524,0.42857143,0.85714286,0.0,6.3809524,2.6190476
2079,921,Riz long grain,b,1502.0,0.0,0.0,0.0,7.4,0.00815316,0.0,16.380952,b,1.3809524,3.047619,2.4285714,0.0,6.3809524,3.1428571
3779,922,Foie gras de canard entier du sud-ouest,e,2162.0,22.0,0.8,0.0,8.2,0.364,20.0,10.380952,c,0.0,0.0,2.4285714,0.0,6.3809524,1.5714286
569,923,Raclette classique,d,1427.0,19.0,0.0,0.0,23.0,0.68,16.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
3848,924,Exotique,e,196.0,0.01,12.0,0.0,0.0,0.0,13.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
2527,925,Biscuit avec tablette parfum chocolat,e,2096.0,18.9,39.2,2.5,5.5,0.196,24.0,11.142857,c,1.047619,0.0,0.0,1.0952381,6.3809524,2.6190476
255,926,Laitue,a,75.0,0.1,1.5,1.3,0.9,0.01016,-6.0,16.095238,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,3.1428571
2958,927,Flan Nature,d,3824.0,3.2,21.0,0.0,3.761,0.084,17.0,10.285714,c,0.0,0.42857143,0.85714286,0.0,6.3809524,2.6190476
4952,928,Sauce salade legere a  l'huile d'Olive et au Citron,c,707.0,2.0,2.9,1.6,0.0,0.8,10.0,6.3333333,d,3.047619,0.42857143,2.4285714,0.42857143,0.0,0.0
4001,929,Mousse liegeoise,d,777.0,6.4,19.0,1.5,3.9,0.06,11.0,13.714286,b,2.4761905,0.42857143,0.85714286,0.42857143,6.3809524,3.1428571
3724,930,Trio,e,2132.0,14.0,34.0,1.7,7.2,0.22,24.0,9.4285714,c,8.8817842e-16,0.0,0.0,0.42857143,6.3809524,2.6190476
2323,931,Veloute aux Legumes  & aux vermicelles,b,154.0,0.4,1.8,1.4,1.1,0.24,1.0,14.952381,b,3.047619,3.047619,2.4285714,0.0,3.8095238,2.6190476
2645,932,Olives vertes entieres pasteurisees,c,607.0,2.0,0.5,5.1,1.0,1.6,7.0,11.666667,c,3.047619,0.42857143,2.4285714,1.952381,3.8095238,0.0
2162,933,Macaroni jambon fromages,c,820.0,4.4,1.2,0.0,8.2,0.192,3.0,14.333333,b,2.4761905,0.42857143,2.4285714,0.0,6.3809524,2.6190476
1417,934,Carrefour Bastoncini Pesce Panati X18,a,774.0,0.9,1.2,1.6,13.0,0.352,-1.0,15.285714,b,2.4761905,1.4761905,2.4285714,0.42857143,6.9047619,1.5714286
3579,935,Paupiette de veau et ses festonati,a,567.0,1.9,1.1,1.4,9.0,0.256,-2.0,15.333333,b,3.047619,0.42857143,2.4285714,0.0,6.8095238,2.6190476
2624,936,terrine de campagne,e,1414.0,12.0,1.6,0.0,15.0,0.6,20.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
2993,937,Bisque de homard,c,264.0,0.7,0.8,0.0,3.2,0.52,4.0,14.761905,b,3.047619,3.047619,2.4285714,0.0,5.2380952,1.0
2867,938,Flageolets,a,510.0,0.1,0.9,0.0,7.4,0.232,-1.0,17.52381,a,3.047619,3.047619,2.4285714,0.0,6.3809524,2.6190476
2415,939,Salade de pates Penne poulet ra´ti Mix Buffet,b,745.0,2.0,1.3,1.5,9.4,0.28,0.0,15.857143,b,3.047619,0.42857143,2.4285714,0.42857143,6.9047619,2.6190476
2879,940,Noix de Saint-Jacques*,a,397.0,0.2,1.8,0.5,19.0,0.108,-3.0,18.047619,a,3.047619,3.047619,2.4285714,0.0,6.9047619,2.6190476
2266,941,Brocolis En fleurettes,a,157.0,0.1,1.4,3.6,3.3,0.012,-10.0,19.47619,a,3.047619,3.047619,2.4285714,1.952381,5.8571429,3.1428571
5526,942,Olives vertes farcies amandes,c,859.0,3.0,0.0,4.0,4.3,1.32,10.0,13.666667,b,2.4761905,0.42857143,2.4285714,1.952381,6.3809524,0.0
1924,943,Biscuits chocolat noir,e,2109.0,16.0,34.0,3.5,7.0,0.272,23.0,12.0,c,1.047619,0.0,0.0,1.952381,6.3809524,2.6190476
3468,944,Cuisses de poulet saumures et ra´ties,c,732.0,2.8,0.1,0.0,21.0,0.6,5.0,13.238095,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.42857143
733,945,Creme Entiere,d,1385.0,25.0,3.1,0.5,2.2,0.032,14.0,12.142857,c,1.3809524,0.0,2.4285714,0.0,5.1904762,3.1428571
2124,946,Semoule de ble speciale  Dessert,a,1526.0,0.3,2.0,3.0,12.0,0.0,-4.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
3087,947,Produits souffles aromatises au fromage,d,2096.0,2.0,11.0,2.3,7.0,1.08,17.0,10.238095,c,1.047619,0.42857143,1.2857143,1.0952381,6.3809524,0.0
4211,948,Pain au lait,d,1485.0,3.8,12.0,0.0,7.6,0.52,14.0,10.47619,c,1.3809524,0.42857143,1.2857143,0.0,6.3809524,1.0
2071,949,Cake aux fruits Carrefour en tranches,d,1577.0,1.5,29.0,2.5,4.2,0.196,11.0,12.952381,c,1.3809524,1.4761905,0.0,1.0952381,6.3809524,2.6190476
3391,950,Tagliatelles poulet sauce aux champignons,a,531.0,1.1,0.5,2.1,7.3,0.176,-3.0,17.047619,a,3.047619,1.4761905,2.4285714,1.0952381,6.3809524,2.6190476
1396,951,Noix de cajou - grillees et salees,d,2489.0,8.2,5.2,3.4,21.0,0.164,14.0,13.285714,b,0.0,0.42857143,1.3809524,1.952381,6.9047619,2.6190476
3557,952,Pomme betterave raisin cassis,c,184.0,0.0,11.0,0.0,0.0,0.0,5.0,10.52381,c,3.047619,3.047619,1.2857143,0.0,0.0,3.1428571
1751,953,Panes a  la  Normande,c,827.0,2.5,1.1,1.5,11.0,0.52,3.0,13.666667,b,2.4761905,0.42857143,2.4285714,0.42857143,6.9047619,1.0
4902,954,CRUNCHY Muesli Chocolat noir intense,d,1929.0,7.7,20.0,5.6,8.7,0.204,13.0,13.285714,b,1.047619,0.42857143,0.85714286,1.952381,6.3809524,2.6190476
2159,955,Bifidus Aromatises,b,397.0,1.9,12.0,0.0,3.3,0.04,2.0,13.761905,b,3.047619,0.42857143,1.2857143,0.0,5.8571429,3.1428571
4379,956,Douceur aux abricots confiture,c,920.0,0.0,52.0,0.0,0.0,0.0,7.0,8.6666667,d,2.4761905,3.047619,0.0,0.0,0.0,3.1428571
663,957,Festonate Bolognaise,b,612.0,1.5,2.5,1.2,5.6,0.244,0.0,15.952381,b,3.047619,1.4761905,2.4285714,0.0,6.3809524,2.6190476
66,958,La pizza legumes grilles,b,891.0,3.0,4.4,2.1,7.6,0.44,2.0,14.285714,b,2.4761905,0.42857143,2.4285714,1.0952381,6.3809524,1.4761905
2179,959,Truite fumee Au bois de haªtre,d,714.0,2.2,0.0,0.0,23.0,1.279144,14.0,12.809524,c,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
73,960,Pizza Jamon y queso,d,916.0,3.8,2.3,0.0,12.0,0.72,12.0,12.666667,c,2.4761905,0.42857143,2.4285714,0.0,6.9047619,0.42857143
4616,961,Mortadelles de dinde aux olives,d,728.0,3.4,1.5,0.6,13.0,1.2,15.0,12.809524,c,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.0
1229,962,Bruschetta  Piquillo et mango,c,255.0,0.3,10.0,0.0,1.0,0.24,4.0,13.809524,b,3.047619,3.047619,1.2857143,0.0,3.8095238,2.6190476
2580,963,Macaron Framboise,d,1247.0,9.9,20.0,2.3,5.1,0.04,14.0,13.285714,b,1.3809524,0.42857143,0.85714286,1.0952381,6.3809524,3.1428571
302,964,Jambon superieur sans couenne,c,468.0,1.5,1.0,0.0,20.0,0.72,4.0,14.285714,b,3.047619,1.4761905,2.4285714,0.0,6.9047619,0.42857143
2348,965,Veloute aux courgettes et au basilic,b,130.0,0.2,0.9,1.1,0.7,0.24,1.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
1,966,Veloute de Legumes,b,1477.0,1.5,10.0,9.9,5.4,2.2,1.0,12.47619,c,1.3809524,1.4761905,1.2857143,1.952381,6.3809524,0.0
2138,967,Lentilles vertes,a,1272.0,0.0,2.0,23.0,25.0,0.0,-12.0,18.857143,a,1.3809524,3.047619,2.4285714,1.952381,6.9047619,3.1428571
4468,968,Surimi Batonnets Tendres,c,490.0,0.5,2.7,0.0,7.0,0.732,5.0,14.904762,b,3.047619,3.047619,2.4285714,0.0,6.3809524,0.0
3245,969,Pain Surprise Aux Cereales,d,1068.0,5.2,3.2,3.6,9.8,0.56,11.0,14.52381,b,2.3809524,0.42857143,2.4285714,1.952381,6.9047619,0.42857143
1291,970,Terrine de campagne,e,1385.0,11.0,0.9,0.0,15.0,0.6,20.0,11.571429,c,1.3809524,0.42857143,2.4285714,0.0,6.9047619,0.42857143
4430,971,"Taboule Oriental, Pointe de Menthe",c,711.0,0.6,3.8,0.0,3.9,0.372,4.0,16.47619,b,3.047619,3.047619,2.4285714,0.0,6.3809524,1.5714286
2419,972,Poulet Crudites,a,561.0,0.5,3.7,1.8,4.9,0.16,-2.0,17.952381,a,3.047619,3.047619,2.4285714,0.42857143,6.3809524,2.6190476
3055,973,Bacon Fume au bois de haªtre,d,485.0,0.8,0.8,0.0,23.0,1.4,11.0,14.666667,b,3.047619,2.2857143,2.4285714,0.0,6.9047619,0.0
3740,974,12 Escargots Prepares a  la Bourguignonne,d,1359.0,24.0,1.5,2.0,8.5,0.6,18.0,11.047619,c,1.3809524,0.0,2.4285714,0.42857143,6.3809524,0.42857143
3805,975,Haricots beurre extra- fins,a,77.0,0.0,1.4,2.3,1.4,0.2,-5.0,18.047619,a,3.6666667,3.047619,2.4285714,1.0952381,5.1904762,2.6190476
549,976,Creme dessert aromatisee saveur vanille,c,427.0,2.0,13.0,0.0,2.6,0.08,3.0,12.619048,c,3.047619,0.42857143,1.2857143,0.0,5.2380952,2.6190476
1221,977,Asperges blanches,a,62.0,0.0,1.5,1.4,1.2,0.3,-3.0,15.571429,b,3.6666667,3.047619,2.4285714,0.0,3.8095238,2.6190476
1980,978,Delice aux framboises faa§on macarons,d,1247.0,9.9,24.0,3.2,5.6,0.04,14.0,13.285714,b,1.3809524,0.42857143,0.0,1.952381,6.3809524,3.1428571
329,979,Champignons de Paris eminces,a,121.0,0.0,2.3,2.6,2.5,0.236,-1.0,18.047619,a,3.6666667,3.047619,2.4285714,1.0952381,5.1904762,2.6190476
3165,980,Barre gourmande chocolat,d,2238.0,11.0,26.0,7.7,14.0,0.016,16.0,12.428571,c,0.0,0.42857143,0.0,1.952381,6.9047619,3.1428571
3645,981,Fromage a  tartiner Echalote & ciboulette,d,996.0,17.0,3.0,0.0,5.5,0.44,13.0,12.761905,c,2.4761905,0.0,2.4285714,0.0,6.3809524,1.4761905
1510,982,Jambon de Paris cuit a  l'etouffee,c,463.0,2.0,1.5,0.0,17.0,0.68,4.0,13.238095,b,3.047619,0.42857143,2.4285714,0.0,6.9047619,0.42857143
2025,983,Galettes a  l'avoine au chocolat noir,e,2110.0,14.4,40.0,4.0,5.07,0.256,22.0,10.952381,c,8.8817842e-16,0.0,0.0,1.952381,6.3809524,2.6190476
4459,984,Crevette,c,403.0,0.2,0.5,0.0,22.0,0.68,3.0,15.857143,b,3.047619,3.047619,2.4285714,0.0,6.9047619,0.42857143
1470,985,Reblochon de Savoie AOP au lait cru,d,1251.0,20.0,0.0,0.0,18.0,0.56,14.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
2076,987,Pasta sauce Arrabbiata,c,192.0,0.0,5.4,1.0,1.2,0.36,3.0,12.857143,c,3.047619,3.047619,1.3809524,0.0,3.8095238,1.5714286
2573,988,Sardines a  l'huile d'olive vierge extra,b,854.0,2.6,0.0,0.0,24.0,0.32,2.0,13.809524,b,2.4761905,0.42857143,2.4285714,0.0,6.9047619,1.5714286
3253,989,DUO Raclette Classique Morbier AOP,d,1496.0,18.0,1.0,1.2,26.0,0.6,14.0,11.142857,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.42857143
493,990,Riz naturellement parfume Basmati,a,1464.0,0.2,0.2,1.4,7.4,0.0,-1.0,16.380952,b,1.3809524,3.047619,2.4285714,0.0,6.3809524,3.1428571
2989,991,Cappuccino,d,1528.0,4.8,60.0,3.4,16.0,0.288,18.0,13.285714,b,1.3809524,0.42857143,0.0,1.952381,6.9047619,2.6190476
92,992,Pate feuilletee,d,1688.0,12.0,1.5,1.4,5.4,0.352,17.0,11.428571,c,1.047619,0.0,2.4285714,0.0,6.3809524,1.5714286
72,993,Mousse au cafe,d,1506.0,16.0,21.0,1.5,6.1,0.072,17.0,11.666667,c,1.3809524,0.0,0.85714286,0.42857143,6.3809524,2.6190476
811,994,Emmental,c,0.0,21.0,0.0,0.0,27.0,0.256,7.0,15.619048,b,3.6666667,0.0,2.4285714,0.0,6.9047619,2.6190476
2214,995,Gouda Holland au cumin,d,1569.0,21.0,0.5,0.0,23.7,0.76,17.0,10.714286,c,1.3809524,0.0,2.4285714,0.0,6.9047619,0.0
4850,996,Carre gourmands,e,2393.0,16.0,40.0,0.0,10.0,0.08,25.0,9.5238095,c,0.0,0.0,0.0,0.0,6.9047619,2.6190476
3035,997,Mousse  Chocolat au Lait,c,732.0,4.4,22.0,1.5,5.1,0.056,6.0,14.285714,b,3.047619,0.42857143,0.85714286,0.42857143,6.3809524,3.1428571
3829,998,Preparation de coeurs de palmiers,a,104.0,0.0,1.2,2.2,1.7,0.26,-1.0,18.047619,a,3.6666667,3.047619,2.4285714,1.0952381,5.1904762,2.6190476
